caso_id,bloque,token_propuesto,valor_esperado,base,solapa,clave,columna,operacion,estado,nota
V-38,agregado_semana_jm,ecv_inscriptos,2445,rdv,RVD JM-CM - ES,Figura=Jorge Macri; STATUS=Realizada; FECHA 23/07-31/07,Inscriptos,SUMA,exacto,"universo del TEMARIO (5 encuentros  incluye San Cristóbal 23/07) · ATENCION (22/08/2026): la CLAVE de este caso es una VENTANA de fechas sobre rdv, no el temario. Este bloque NO mide el universo de R-21 nivel 1 -- el que si lo mide es V-71 (2333, los 4 encuentros del temario). La nota de arriba describe lo que el equipo PUBLICO, no lo que el caso mide, y creerle costo un prompt entero. El valor y el estado no se tocan: siguen exacto."
V-39,agregado_semana_jm,ecv_insc_mail,1170,rdv,RVD JM-CM - ES,idem V-38,Mail,SUMA,exacto,
V-40,agregado_semana_jm,ecv_insc_digital,960,rdv,RVD JM-CM - ES,idem V-38,RRSS,SUMA,exacto,confirma V-09: es RRSS
V-41,agregado_semana_jm,ecv_insc_cc,272,rdv,RVD JM-CM - ES,idem V-38,Call Center,SUMA,exacto,
V-42,agregado_semana_jm,ecv_insc_ivr,43,rdv,RVD JM-CM - ES,idem V-38,IVR,SUMA,exacto,
V-43,agregado_semana_jm,ecv_asistentes,497,rdv,RVD JM-CM - ES,idem V-38,Asistentes,SUMA,exacto,
V-44,agregado_semana_jm,ecv_encuentros,5,rdv,RVD JM-CM - ES,idem V-38,-,CUENTA,exacto,"San Cristóbal 23/07 + Retiro 24/07 + Villa Urquiza 27/07 + Belgrano 28/07 + Caballito 29/07 · ATENCION (22/08/2026): 'Belgrano 28/07' es el BARRIO del Encuentro Tematico 'Orden Publico', que en REUNIONES figura por TEMA -- misma fila de rdv, verificado en vivo. Y Caballito 29/07 se publico en el informe del 07/08, asi que NO tiene que estar en el temario de julio (R-21: el encuentro se informa con un informe de retraso). ATENCION (22/08/2026): la CLAVE de este caso es una VENTANA de fechas sobre rdv, no el temario. Este bloque NO mide el universo de R-21 nivel 1 -- el que si lo mide es V-71 (2333, los 4 encuentros del temario). La nota de arriba describe lo que el equipo PUBLICO, no lo que el caso mide, y creerle costo un prompt entero. El valor y el estado no se tocan: siguen exacto."
V-45,agregado_semana_jm,identidad_canales,2445,rdv,RVD JM-CM - ES,idem V-38,Mail+CC+IVR+RRSS+Difusión,SUMA,exacto,cierra al peso contra Inscriptos; vale también por fila
V-46,ecv_caballito_2907,ecv_inscriptos,112,rdv,RVD JM-CM - ES,Figura=Jorge Macri; FECHA=2026-07-29,Inscriptos,VALOR,exacto,publicado en el deck del 07/08; el dato existía en RDV desde el 29/07
V-47,ecv_caballito_2907,ecv_asistentes,12,rdv,RVD JM-CM - ES,idem V-46,Asistentes,VALOR,exacto,ídem
V-48,ecv_caballito_2907,ecv_insc_digital,112,rdv,RVD JM-CM - ES,idem V-46,RRSS,VALOR,exacto,"100% RRSS: mail 0, cc 0, ivr 0"
V-49,ministros_semana_0608,emin_encuentros,8,rdv,RVD JM-CM - ES + RDV_otros_ministros,unión de las dos solapas; ventana 31/07-06/08; excluye Figura=Jorge Macri,-,CUENTA,exacto,REGLA VALIDADA: la cascada entre las dos solapas es necesaria. Sabor (03/08) está sólo en la ancla.
V-50,ministros_semana_0608,emin_inscriptos_szinny_0508,119,rdv,RDV_otros_ministros,funcionario=Sanchez Zinny; fecha=2026-08-05,Inscriptos,VALOR,exacto,la ancla dice 'en agenda' y esta solapa 'Realizada' con datos: primer caso real de DISENO §5bis regla 5
V-51,ministros_semana_0608,emin_asistentes_szinny_0508,43,rdv,RDV_otros_ministros,idem V-50,Asistentes,VALOR,exacto,
V-52,ministros_semana_0608,emin_inscriptos_szinny_0108,85,rdv,RDV_otros_ministros,funcionario=Sanchez Zinny; fecha=2026-08-01,Inscriptos,VALOR,exacto,
V-53,resumen_ejecutivo_jm,mail_envios,8,digital,Directa Mail,Mail remitente=jorge.macri@buenosaires.gob.ar; ventana 24/07-31/07,-,CUENTA,exacto,"VERIFICA R-15 fila Mail contra valores publicados (antes sólo se había verificado la partición de filas, 07/08). Retira X-06..X-09."
V-54,resumen_ejecutivo_jm,mail_entregados,831604,digital,Directa Mail,idem V-53,Entregados,SUMA,exacto,
V-55,resumen_ejecutivo_jm,mail_aperturas,196573,digital,Directa Mail,idem V-53,Aperturas,SUMA,exacto,24% sobre entregados
V-56,resumen_ejecutivo_gcba,gcba_mail_envios,91,digital,Directa Mail,COMPLEMENTO de V-53 (todo lo que NO es jorge.macri) en la misma ventana,-,CUENTA,exacto,complemento exacto: 8 JM + 91 GCBA = 99 filas de la ventana. Verifica R-15 consecuencia 1
V-57,resumen_ejecutivo_gcba,gcba_mail_entregados,3477476,digital,Directa Mail,idem V-56,Entregados,SUMA,exacto,
V-58,resumen_ejecutivo_gcba,gcba_mail_aperturas,986057,digital,Directa Mail,idem V-56,Aperturas,SUMA,exacto,28% sobre entregados
V-59,resumen_ejecutivo_gcba,gcba_imp_total,116016433,deriva,-,gcba_imp_meta+gcba_imp_google+gcba_imp_prog,-,SUMA,exacto,26.263.598+10.218.896+79.533.939
V-60,resumen_ejecutivo_gcba,gcba_contenidos_total,263,deriva,-,suma de las tres de pauta,-,SUMA,exacto,73+87+103
V-61,resumen_ejecutivo_gcba,gcba_sms_envios,1,digital,Directa SMS,ventana 24/07-31/07,-,CUENTA,exacto,sin corte por figura: R-15 ya declara que SMS no tiene columna y va entero a GCBA
V-62,resumen_ejecutivo_gcba,gcba_sms_entregados,51706,digital,Directa SMS,idem V-61,Entregados,SUMA,exacto,
V-63,resumen_ejecutivo_gcba,gcba_sms_clics,1076,digital,Directa SMS,idem V-61,Clics,SUMA,exacto,2% sobre entregados
V-64,resumen_ejecutivo_jm,cc_base,6011,looker,CC x Cuentas,nombre_campaña CONTIENE JM; solapa la ventana; SOLO las cuentas que el temario nombra,Base barrida,SUMA,exacto,"3289-JUNJDGAG, dos filas: 4726+1285"
V-65,resumen_ejecutivo_jm,cc_contactados,1878,looker,CC x Cuentas,idem V-64,Contactados,SUMA,exacto,1380+498
V-66,resumen_ejecutivo_jm,cc_contact_pct,31,looker,CC x Cuentas,idem V-64,Contactados/Base barrida,RATIO,exacto,"SEGUNDA CONFIRMACION INDEPENDIENTE de que cc_base es Base barrida: 1878/6011=31,2% redondea a 31% (publicado). Con Base enviada daria 1878/6673=28,1% -> 28%. El porcentaje no se deriva del otro numero publicado."
V-67,looker_estructura,-,-,looker,DIGITAL,-,F nombre_campaña,-,exacto,"looker/DIGITAL SI trae nombre de campaña, columna F. 565 filas contienen JM, 4004 no, suman 4569. Encabezados A-I: Id cuentas, Plataforma, Impresiones, Visualizaciones, Clics, nombre_campaña, eje, area, estado. J-S vacias."
V-68,ecv_encuentro,frecuencia,4,looker,-,San Cristobal 23/07,impresiones/alcance,RATIO,exacto,"190.805/47.232=4,04 -> 4 publicado. OPERACION CONFIRMADA: frecuencia es RATIO impresiones/alcance, redondeado"
V-69,ecv_encuentro,frecuencia,10,looker,-,Retiro 24/07,impresiones/alcance,RATIO,exacto,"378.880/36.694=10,33 -> 10 publicado. Segundo caso independiente"
V-70,resumen_ejecutivo_jm,imp_meta,716650,looker,DIGITAL x Cuentas,idem A-01,Impresiones,SUMA,aproximado,"da 679.647, 5,2% POR DEBAJO sobre foto anterior. CONSISTENTE con C-25: es el unico de los tres cuya direccion se explica por el tiempo."
V-71,agregado_semana_jm,ecv_inscriptos,2333,rdv,RVD JM-CM - ES,los 4 encuentros que el deck publica individualmente,Inscriptos,SUMA,exacto,"138 San Cristobal + 98 Retiro + 1344 Villa Urquiza (Primera Persona Pareto) + 753 Belgrano (ET Orden Publico). Villa Urquiza y Belgrano son los BARRIOS de Pareto y Orden Publico: los dos universos difieren en San Cristobal 23/07 (fuera) y Caballito 29/07 (dentro), uno de cada lado."
V-72,resumen_ejecutivo_jm,frecuencia,-,-,-,-,impresiones/alcance,RATIO_TRUNCADO,exacto,"SE TRUNCA, NO SE REDONDEA. Tres casos discriminantes: Orden y Seguridad 21,68 -> 21 (round daria 22); Trapitos 1,58 -> 1,5 (round 1,6); Alerta Naranja 1,59 -> 1,5 (round 1,6). San Cristobal 4,04 y Retiro 10,33 no discriminaban. Fuente: deck JM 19/06-26/06."
V-73,resumen_ejecutivo_jm,imp_total,10217782,deriva,-,imp_meta+imp_google+imp_prog,-,SUMA,exacto,"2.202.886+1.588.073+6.426.823. Tercera confirmacion del derivado, deck JM 19/06-26/06"
V-74,resumen_ejecutivo_gcba,gcba_imp_total,93615679,deriva,-,suma de las tres plataformas,-,SUMA,exacto,25.722.365+15.208.346+52.684.968. Cuarta confirmacion. Contenidos 88+86+97=271 tambien cierra
V-75,resumen_ejecutivo_jm_0708,mail_envios,10,digital,Directa Mail,Mail remitente=jorge.macri; ventana 31/07-07/08,-,CUENTA,exacto,"SEGUNDA CONFIRMACION INDEPENDIENTE DE R-15 MAIL, otro deck y otra semana. Deck JM 31/07-07/08. Sumas medidas menores (711.728 vs 920.190 entregados) en la direccion correcta: base del 06/08, deck hasta 07/08. Coherente con C-25."
V-76,campania_destacada,frecuencia,-,-,-,-,impresiones/alcance,RATIO_TRUNCADO,exacto,"DOS CASOS DISCRIMINANTES MAS, refuerza V-72. Nueva Pompeya 274.302/79.461=3,452 -> 3,4 (round daria 3,5). Desalojo N900 544.751/170.307=3,198 -> 3,1 (round daria 3,2). Cinco casos, todos truncan."
V-77,ecv_nueva_pompeya_3107,ecv_inscriptos,98,rdv,RVD JM-CM - ES,fecha=2026-07-31,Inscriptos,VALOR,exacto,"EVIDENCIA DIRECTA DE R-20. En el export del 31/07 la fila estaba en agenda con celdas vacias; en el del 06/08 esta Realizada con 98 insc y 12 asist, que es lo que publica el deck JM 31/07-07/08. La fila se completo despues."
V-78,ecv_caballito_2907,ecv_inscriptos,112,rdv,RVD JM-CM - ES,fecha=2026-07-29,Inscriptos,VALOR,exacto,"TERCERA FUENTE: ahora tambien el deck JM 31/07-07/08 lo publica (112 insc, 12 asist). Confirma V-46/V-47 y el retraso de un informe: fecha 29/07, publicado en el informe 31/07-07/08."
V-79,resumen_ejecutivo,imp_total,-,deriva,-,suma de las tres plataformas,-,SUMA,exacto,"QUINTA Y SEXTA CONFIRMACION, deck JM 31/07-07/08. JM 986.554+447.812+5.722.061=7.156.427 y 9+8+10=27. GCBA 25.322.966+12.820.121+55.232.547=93.375.634 y 90+77+105=272."
V-80,enc_caballito_2907,enc_impresiones,363386,digital,Digital 2026 acumulado + looker/DIGITAL,cuenta 3420-JULJDGGC (PRE) + campania POST,Impresiones,SUMA,exacto,"ENC_IMPRESIONES ES SUMA DE LAS DOS CAMPANIAS POR PLATAFORMA. Deck JM 31/07-07/08. PRE 11.731+12.061=23.792, POST 72.067+69.364+198.163=339.594, total 363.386 = publicado. Primera reproduccion exacta del total de una lamina de encuentro."
V-81,enc_nueva_pompeya_3107,enc_impresiones,274302,digital,Digital 2026 acumulado + looker/DIGITAL,cuenta 3389-JULJDGAG (PRE) + campania POST,Impresiones,SUMA,exacto,"SEGUNDA CONFIRMACION DE V-80. PRE 120.679+118.202=238.881 (= acumulado 31/07 de 3389, EXACTO) + POST 31.399+3.574+448=35.421 = 274.302 publicado."
V-82,enc_nueva_pompeya_3107,enc_clics,1072,digital,Digital 2026 acumulado,cuenta 3389-JULJDGAG,Clics,SUMA,exacto,"CLICS SOLO DEL BLOQUE PRE. 820+252=1.072 = clics del acumulado 31/07 de 3389, EXACTO. Caballito idem: 403+532=935. Retiro: 965+430 (PRE) + 29 (POST Meta, unico con clics) = 1.424 publicado, EXACTO."
V-83,enc_visualizaciones,enc_visualizaciones,215024,digital,looker/DIGITAL,cuentas del encuentro,Visualizaciones,SUMA,exacto,TRES CASOS: Caballito 10.150+59.390+145.484=215.024; N. Pompeya 4.170+2.751+307=7.228; Retiro 1.833+20+757=2.610. Las visualizaciones salen solo del bloque POST porque el PRE es campania de clics.
V-84,enc_ciudad_atractiva_2506,ecv_insc_dif,12,rdv,RVD JM-CM - ES,Figura=Jorge Macri; FECHA=2026-06-25 (Monserrat),Difusión,VALOR,exacto,"CIERRA P-5: EL TOKEN NO SE DEROGA. Deck JM 19/06-26/06 publica literal 'Difusión: 12 (1%)' en el iceberg de Ciudad Atractiva Eje Sur. La fila rdv trae Difusión=12. Valor directo, sin derivacion."
V-85,enc_ciudad_atractiva_2506,ecv_inscriptos,844,rdv,RVD JM-CM - ES,idem V-84,Inscriptos,VALOR,exacto,"MISMA LAMINA, IDENTIDAD COMPLETA: 399 mail + 136 cc + 47 ivr + 250 rrss + 12 dif = 844. Publicado Mail 399 exacto y Digital 250 = columna RRSS (tercera confirmacion de V-09/V-40)."
V-86,enc_primera_persona_2707,varios,-,reuniones,Agenda JM,ID=3289-JUNJDGAG,-,VALOR,exacto,"LA BASE NUEVA REPRODUCE EL ICEBERG ENTERO. Lamina 9 del deck JM 24-31/07, nueve campos exactos: Enviados 277.445, Entregados 273.530, Aperturas 54.621, Clics 1.899, Base total 5.387, Base discada 4.726, Contactados 1.380, Efectivos 1.181, Clics totales 19.182. Impresiones 4.656.054 vs 4.656.140 publicado (foto posterior, dif 86)."
V-87,enc_orden_publico_2807,ivr_*,-,reuniones,Agenda JM,ID=3387-JULJDGGC,-,VALOR,exacto,"BLOQUE IVR COMPLETO Y EXACTO. Lamina 11 del deck JM 24-31/07: Audiencia 78.637, Llamados realizados 78.637, Llamados atendidos 71.234, Escucharon +75% 27.599, Marque 1 256. Cinco de cinco. Es la primera vez que los ivr_* se miden contra una fuente, sin necesitar el export 19-26/06."
V-88,enc_san_cristobal_2307,enc_impresiones_pre,42500,reuniones,Agenda JM,ID=3354-JULJDGAG,Impresiones totales,VALOR,exacto,"EL BLOQUE PRE DEL DECK ESTA EN UNA SOLA FILA. Impresiones totales 42.500, Clics totales 1.274, Meta 25.099/778, Google 17.401/496, Alcance manual 1.412: identicos al deck y a Digital 2026 acumulado. N. Pompeya idem: 238.881 / 1.072 / Meta 120.679-820 / Programmatic 118.202-252."
V-89,resumen_ejecutivo_jm,cc_base,6011,looker,CC x Cuentas,ID Cuentas=3289-JUNJDGAG (dos filas),Base barrida,SUMA,exacto,"NO HAY CONTRADICCION CON V-86: SON DOS NIVELES DE AGREGACION DEL MISMO DECK. looker/CC tiene dos filas para 3289: (5.387 / 4.726 / 1.380 / 1.181) y (1.286 / 1.285 / 498 / 480). La lamina 9 (iceberg Primera Persona 27/07) publica la fila 1; la lamina 2 (resumen ejecutivo JM) publica la suma y la rotula '2 campanias de Call Center'. V-64, V-65, V-66 y V-86 son todos exactos y no se retractan."
V-90,embudo_call_center,cc_base_total / cc_base_discada / cc_contactados / cc_efectivos,-,looker,CC,ID Cuentas,Base enviada / Base barrida / Contactados / Efectivos,VALOR,exacto,"MAPEO DEL EMBUDO CONFIRMADO EN DOS CUENTAS. 3289 lamina 9: Base total 5.387 = Base enviada, Base discada 4.726 = Base barrida, Contactados 1.380, Efectivos 1.181. 3387 lamina 11: 8.255 / 7.232 / 1.901 / 1.514 = suma de DOS de las tres filas de la cuenta (8.000+255 / 6.977+255 / 1.785+116 / 1.414+100). Base total = Base enviada queda cerrado y completa C-17."
V-91,embudo_call_center,cc_base_total / cc_base_discada / cc_contactados / cc_efectivos,-,looker,CC,ID Cuentas + Tipo de llamado IN (Convocatoria; IVR convocatoria),Base enviada / Base barrida / Contactados / Efectivos,SUMA,exacto,"CIERRA X-21. El export del 14/08 suma la columna Tipo de llamado y discrimina exacto. Lamina 11 (Orden Publico 28/07, 3387-JULJDGGC): Convocatoria 8.000/6.977/1.785/1.414 + IVR convocatoria 255/255/116/100 = 8.255/7.232/1.901/1.514 publicado, cuatro de cuatro, y deja afuera Reconfirmacion 723/722/268/252. Lamina 9 (Primera Persona 27/07, 3289-JUNJDGAG): Convocatoria sola = 5.387/4.726/1.380/1.181 publicado, cuatro de cuatro."
V-92,resumen_ejecutivo_jm,cc_base / cc_contactados,-,looker,CC,ID Cuentas; sin filtro de Tipo de llamado,Base enviada / Base barrida / Contactados / Efectivos,SUMA,exacto,"EL RESUMEN EJECUTIVO NO FILTRA POR TIPO. 3289-JUNJDGAG con las dos filas da 6.673/6.011/1.878/1.661 y la lamina 2 publica Base discada 6.011 y Contactados 1.878. Confirma V-89 con la columna nueva a la vista: el iceberg toma convocatoria y el resumen ejecutivo toma todo. Son dos universos declarados, no una inconsistencia."
V-93,enc_parque_chacabuco_0408,enc_impresiones,696770,reuniones,Agenda JM + Agenda JM | Post,ID=3439-JULJDGAG,Impresiones,SUMA,exacto,TERCERA Y CUARTA CONFIRMACION DE V-80. Deck JM 08-14/08. Chacabuco: PRE 53.370+393.499 + POST 74.863+54.051+120.987 = 696.770 publicado. Almagro (3440): PRE 150.180+2.175.902 + POST 244.687+45.030+305.114 = 2.920.913 publicado. Cuatro de cuatro encuentros desde que se mide con las dos fases.
V-94,enc_parque_chacabuco_0408,enc_visualizaciones,143761,reuniones,Agenda JM | Post,ID=3439-JULJDGAG,Visualizaciones,SUMA,exacto,"Chacabuco 13.066+46.948+83.747 = 143.761 y Almagro 8.828+39.261+239.097 = 287.186, los dos publicados. Confirma V-83: las visualizaciones salen solo del bloque POST."
V-95,enc_parque_chacabuco_0408,enc_clics,1886,reuniones,Agenda JM,ID=3439-JULJDGAG,Clics totales,VALOR,exacto,"CLICS TOTALES DEL DECK = COLUMNA Clics totales DE Agenda JM, VALOR DIRECTO. Chacabuco 1.886 exacto, y coincide con la suma del bloque PRE del deck (881+1.005). El token no necesita derivacion: la base ya lo trae sumado."
V-96,enc_parque_chacabuco_0408,enc_imp_meta / enc_clics_meta / enc_imp_prog / enc_clics_prog,-,reuniones,Agenda JM,ID=3439-JULJDGAG,Impresiones Meta / Clics Meta / Impresiones Programm / Clics Programm,VALOR,exacto,"CINCO DE CINCO EN EL BLOQUE PRE. 53.370 / 881 / 393.499 / 1.005 y Clics totales 1.886, identicos al deck del 08-14/08 sobre una campania todavia abierta (fecha de fin 17/08). Agenda JM es la fuente del bloque PRE de la lamina de encuentro."
V-97,resumen_ejecutivo_jm,cc_base / cc_contactados,6245,looker,CC,ID Cuentas=3488-AGOJDGAG; sin filtro de Tipo de llamado,Base barrida / Contactados,SUMA,exacto,"CONFIRMA V-92 EN UNA SEMANA NUEVA. Deck 08-14/08 publica Base discada 6.245 y Contactados 1.314 (21%). La cuenta TE CUENTO | SALUD Eje Sur Viernes 14/8 da 6.000+0+245 = 6.245 y 1.220+0+94 = 1.314, sin filtrar por tipo. Una sola cuenta, no dos."
V-98,resumen_ejecutivo_jm,ivr_llamados / ivr_atendidos,107194,reuniones,Base_IVR,ID Cuentas=3488-AGOJDGAG,Llamados realizados / Llamados atendidos,SUMA,exacto,"CIERRA X-24. La cuenta TE CUENTO | SALUD Eje Sur 14/8 tiene DOS filas en Base_IVR: 54.107/48.665 y 53.087/47.884. Suman 107.194 y 96.549, los dos publicados en el resumen ejecutivo del deck 08-14/08, y el 90% sale de la division. '2 campanias de IVR' son las dos filas. Misma forma que C-62 en Call Center y misma cuenta. looker/IVR no lo reproducia con ninguna combinacion de cuentas."
V-99,enc_orden_publico_2807,mail_enviados / mail_entregados / mail_aperturas / mail_clics,44043,reuniones,Base_mail,ID Cuentas=3387-JULJDGGC; Fecha de envio=2026-07-25,Enviados / Entregados / Aperturas / Clics,VALOR,exacto,"CIERRA X-20. La cuenta tiene TRES filas en Base_mail: 201.515 y 25.560 del 22/07, y 44.043 del 25/07. El iceberg de la lamina 11 publica la tercera, sola: 44.043 / 43.439 / 4.652 / 145, cuatro de cuatro. El factor cercano a 6 era la suma de las tres contra la publicada. No hay dos universos: hay una fila elegida por fecha de envio."
V-100,enc_parque_chacabuco_0408,enc_imp_meta,53370,reuniones,Base_Digital,ID Cuentas=3439-JULJDGAG; bloque Meta Convocatoria,Impresiones / Clics,SUMA,exacto,"LA CAPA DE FILAS RECONSTRUYE EL AGREGADO. Chacabuco tiene dos filas en el bloque Meta Convocatoria: 21.075/337 y 32.295/544. Suman 53.370 y 881, que es lo que trae Agenda JM y lo que publica el deck. Confirma C-64 en el canal digital."
V-101,enc_almagro_0608,-,-,looker,DIGITAL,3440-JULJDGAG y 3439-JULJDGAG; filas con Visualizaciones = 0,Impresiones / Clics,SUMA,exacto,"LOS BLOQUES PRE NO SE MUEVEN, Y NO ES QUE LA PLANILLA ESTUVIERA DORMIDA. Segunda lectura de looker/DIGITAL el 14/08 22:50 UTC, sobre un libro cuyo modifiedTime era 22:36 UTC: los cuatro bloques PRE dan identicos fila por fila -3440 Meta 137.633/3.973, 3440 DV360 2.175.902/3.433, 3439 Meta 53.370/881, 3439 DV360 393.499/1.005-, delta cero en los cuatro, mismo conteo de filas. En la misma lectura los bloques POST crecieron: 3440 Meta 262.895 a 297.549, 3440 Google 53.331 a 64.016, 3439 Meta 82.202 a 87.209. La convocatoria esta congelada y la difusion sigue corriendo. RETIRA LA HIPOTESIS DE DESCUENTO RETROACTIVO DE META QUE C-66 proponia: no hay retroceso. La ventana es de horas, no de dias, asi que un retroceso mas lento no queda descartado; se remide contra estos cuatro bloques."
